S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2,time,q_gas,q_h2,pH,temperature_C,cumulative_h2
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403126871,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,5.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0131350801655
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403128058,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,5.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01313856480886
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127962,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,6.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0131420494522
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,6.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01314553409554
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,7.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0131490187389
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,7.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01315250338223
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,8.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0131559880256
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,8.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0131594726689
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,9.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01316295731226
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,9.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0131664419556
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,10.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01316992659895
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,10.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0131734112423
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,11.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01317689588564
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,11.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.013180380529
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,12.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0131838651723
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,12.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01318734981567
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,13.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.013190834459
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,13.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01319431910235
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,14.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0131978037457
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,14.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01320128838904
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,15.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0132047730324
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,15.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0132082576757
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,16.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0132117423191
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.0006212677403127971,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,16.5,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.0132152269624
0.022457736209734,0.0024077498554115544,0.8805426787724475,0.2533743127819822,0.5227680381299573,0.6669495477045572,1.5280191160236163,0.000621267740312797,-4.767833082120921e-11,-2638489907235832.5,0.08271116083635303,0.15602021574867306,0.27180536233631347,0.02880861705577083,0.02880861705577083,0.019715578830185373,0.4488852909056228,0.7469840420113357,0.23654213636352137,0.24010144563800562,0.07079675276530834,0.47133734158218304,0.19823951387435637,15.651923685745857,0.009233460457284817,0.008624148920429925,3.162277660168379e-06,0.20614843470788244,0.43242222911204903,0.537913166554147,1.292773086478361,-356303932618856.8,-2282185974616975.5,2.902998286975103e-05,0.08268213085348328,8.704423309423623e-11,-5.8244943418419494e-12,3788633.999331923,17.0,4853454494604.018,6.96928669034801e-06,5.5,35.0,333.01321871160576
